12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
8, 5
8, 5
8, 5
8, 5
8, 5
8, 5
8, 5
8, 5
8, 5
8, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
10, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 4
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 4
5, 4
5, 4
5, 4
5, 4
5, 4
5, 4
5, 4
5, 4
5, 4
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 3
5, 4
You Died.
max : 10
1 : [3]
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 7
12, 7
12, 7
12, 7
12, 7
12, 7
12, 7
12, 7
12, 7
12, 7
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
10, 6
10, 6
10, 6
10, 6
10, 6
10, 6
10, 6
10, 6
10, 6
10, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 6
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
9, 7
8, 7
8, 7
8, 7
8, 7
8, 7
8, 7
8, 7
8, 7
8, 7
8, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
6, 7
6, 7
6, 7
6, 7
6, 7
6, 7
6, 7
6, 7
6, 7
6, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 8
7, 8
7, 8
7, 8
7, 8
7, 8
7, 8
7, 8
7, 8
7, 8
6, 8
6, 8
6, 8
6, 8
6, 8
6, 8
6, 8
6, 8
6, 8
6, 8
5, 8
5, 8
5, 8
5, 8
5, 8
5, 8
5, 8
5, 8
5, 8
5, 8
